Time (s),EMG_Value
0.0,0.0
0.1,0.005
0.2,0.01
0.30000000000000004,0.015
0.4,0.02
0.5,0.025
0.6000000000000001,0.03
0.7000000000000001,0.035
0.8,0.04
0.9,0.045
1.0,0.05
1.1,0.05
1.2000000000000002,0.05
1.3,0.05
1.4000000000000001,0.05
1.5,0.05
1.6,0.0475
1.7000000000000002,0.045000000000000005
1.8,0.0425
1.9000000000000001,0.04
2.0,0.037500000000000006
2.1,0.035
2.2,0.0325
2.3000000000000003,0.030000000000000002
2.4000000000000004,0.027500000000000004
2.5,0.025
2.6,0.030000000000000002
2.7,0.035
2.8000000000000003,0.04
2.9000000000000004,0.045
3.0,0.05
3.1,0.045000000000000005
3.2,0.04
3.3000000000000003,0.035
3.4000000000000004,0.030000000000000002
3.5,0.025
3.6,0.020000000000000004
3.7,0.015
3.8000000000000003,0.010000000000000002
3.9000000000000004,0.0050000000000000044
4.0,0.0
4.1000000000000005,0.025
4.2,0.05
4.3,0.07500000000000001
4.4,0.1
4.5,0.125
4.6000000000000005,0.15000000000000002
4.7,0.17500000000000002
4.800000000000001,0.2
4.9,0.225
5.0,0.25
5.1000000000000005,0.25
5.2,0.25
5.300000000000001,0.25
5.4,0.25
5.5,0.25
5.6000000000000005,0.2375
5.7,0.225
5.800000000000001,0.2125
5.9,0.2
6.0,0.1875
6.1000000000000005,0.175
6.2,0.16249999999999998
6.300000000000001,0.15
6.4,0.1375
6.5,0.125
6.6000000000000005,0.15
6.7,0.175
6.800000000000001,0.2
6.9,0.225
7.0,0.25
7.1000000000000005,0.225
7.2,0.2
7.300000000000001,0.175
7.4,0.15
7.5,0.125
7.6000000000000005,0.09999999999999998
7.7,0.07499999999999998
7.800000000000001,0.04999999999999999
7.9,0.024999999999999994
8.0,0.0
8.1,0.05
8.200000000000001,0.1
8.3,0.15000000000000002
8.4,0.2
8.5,0.25
8.6,0.30000000000000004
8.700000000000001,0.35000000000000003
8.8,0.4
8.9,0.45
9.0,0.5
9.1,0.5
9.200000000000001,0.5
9.3,0.5
9.4,0.5
9.5,0.5
9.600000000000001,0.475
9.700000000000001,0.45
9.8,0.425
9.9,0.4
10.0,0.375
10.100000000000001,0.35
10.200000000000001,0.32499999999999996
10.3,0.3
10.4,0.275
10.5,0.25
10.600000000000001,0.3
10.700000000000001,0.35
10.8,0.4
10.9,0.45
11.0,0.5
11.100000000000001,0.45
11.200000000000001,0.4
11.3,0.35
11.4,0.3
11.5,0.25
11.600000000000001,0.19999999999999996
11.700000000000001,0.14999999999999997
11.8,0.09999999999999998
11.9,0.04999999999999999
12.0,0.0
12.100000000000001,0.075
12.200000000000001,0.15
12.3,0.22499999999999998
12.4,0.3
12.5,0.375
12.600000000000001,0.44999999999999996
12.700000000000001,0.525
12.8,0.6
12.9,0.6749999999999999
13.0,0.75
13.100000000000001,0.75
13.200000000000001,0.75
13.3,0.75
13.4,0.75
13.5,0.75
13.600000000000001,0.7125
13.700000000000001,0.675
13.8,0.6375
13.9,0.6
14.0,0.5625
14.100000000000001,0.525
14.200000000000001,0.4875
14.3,0.45
14.4,0.41250000000000003
14.5,0.375
14.600000000000001,0.45
14.700000000000001,0.525
14.8,0.6
14.9,0.675
15.0,0.75
15.100000000000001,0.675
15.200000000000001,0.6
15.3,0.525
15.4,0.45
15.5,0.375
15.600000000000001,0.30000000000000004
15.700000000000001,0.22499999999999998
15.8,0.15000000000000002
15.9,0.07500000000000007
16.0,0.0
16.1,0.1
16.2,0.2
16.3,0.30000000000000004
16.400000000000002,0.4
16.5,0.5
16.6,0.6000000000000001
16.7,0.7000000000000001
16.8,0.8
16.900000000000002,0.9
17.0,1.0
17.1,1.0
17.2,1.0
17.3,1.0
17.400000000000002,1.0
17.5,1.0
17.6,0.95
17.7,0.9
17.8,0.85
17.900000000000002,0.8
18.0,0.75
18.1,0.7
18.2,0.6499999999999999
18.3,0.6
18.400000000000002,0.55
18.5,0.5
18.6,0.6
18.7,0.7
18.8,0.8
18.900000000000002,0.9
19.0,1.0
19.1,0.9
19.200000000000003,0.8
19.3,0.7
19.400000000000002,0.6
19.5,0.5
19.6,0.3999999999999999
19.700000000000003,0.29999999999999993
19.8,0.19999999999999996
19.900000000000002,0.09999999999999998
