Time (s),EMG (mV)
0.0,0.0
0.0010000333344444814,0.0
0.002000066668888963,0.0
0.003000100003333444,0.0
0.004000133337777926,0.0
0.005000166672222407,0.0
0.006000200006666888,0.0
0.00700023334111137,0.0
0.008000266675555852,0.0
0.009000300010000333,0.0
0.010000333344444815,0.0
0.011000366678889296,0.0
0.012000400013333776,0.0
0.013000433347778258,0.0
0.01400046668222274,0.0
0.015000500016667221,0.0
0.016000533351111703,0.0
0.017000566685556183,0.0
0.018000600020000666,0.0
0.019000633354445146,0.0
0.02000066668888963,0.0
0.02100070002333411,0.05683211876232723
0.022000733357778593,0.09697050321379361
0.023000766692223073,0.07311249892381849
0.024000800026667553,0.0
0.025000833361112036,0.0
0.026000866695556516,0.0
0.027000900030001,0.0
0.02800093336444548,0.0030390875267201356
0.029000966698889963,0.0
0.030001000033334443,0.0
0.031001033367778926,0.0
0.032001066702223406,0.0847567250511362
0.03300110003666789,0.0
0.034001133371112366,0.0
0.03500116670555685,0.0
0.03600120004000133,0.0
0.037001233374445816,0.0
0.03800126670889029,0.0
0.039001300043334776,0.0
0.04000133337777926,0.0
0.041001366712223736,0.0
0.04200140004666822,0.0
0.0430014333811127,0.0
0.044001466715557186,0.0
0.04500150005000166,0.0
0.046001533384446146,0.0
0.04700156671889063,0.0
0.048001600053335106,0.0
0.04900163338777959,0.0
0.05000166672222407,0.0
0.051001700056668556,0.0
0.05200173339111303,0.0
0.053001766725557516,0.0
0.054001800060002,0.0
0.05500183339444648,0.0
0.05600186672889096,0.0
0.05700190006333544,0.09005752821201031
0.058001933397779926,0.15849775403812247
0.0590019667322244,0.0
0.060002000066668885,0.0
0.06100203340111337,0.0
0.06200206673555785,0.0
0.06300210007000233,0.0
0.06400213340444681,0.0
0.0650021667388913,0.0
0.06600220007333578,0.0
0.06700223340778026,0.0
0.06800226674222473,0.0
0.06900230007666922,0.0
0.0700023334111137,0.03619725348721317
0.07100236674555818,0.0
0.07200240008000267,0.03492846099225689
0.07300243341444715,0.0
0.07400246674889163,0.0
0.0750025000833361,0.0
0.07600253341778059,0.07125847884763978
0.07700256675222507,0.0
0.07800260008666955,0.0
0.07900263342111404,0.0
0.08000266675555852,0.003987657990483236
0.081002700090003,0.07784174179562768
0.08200273342444747,0.0
0.08300276675889195,0.0
0.08400280009333644,0.0
0.08500283342778092,0.0
0.0860028667622254,0.0
0.08700290009666989,0.0
0.08800293343111437,0.0
0.08900296676555884,0.0
0.09000300010000332,0.0
0.09100303343444781,0.0
0.09200306676889229,0.0
0.09300310010333677,0.0
0.09400313343778126,0.0
0.09500316677222574,0.0
0.09600320010667021,0.0
0.0970032334411147,0.0
0.09800326677555918,0.0
0.09900330011000366,0.0
0.10000333344444814,0.06804474307047381
0.10100336677889263,0.0
0.10200340011333711,0.0
0.1030034334477816,0.0
0.10400346678222606,0.03407214918497958
0.10500350011667055,0.0
0.10600353345111503,0.0
0.10700356678555951,0.0
0.108003600120004,0.0
0.10900363345444848,0.0
0.11000366678889296,0.0
0.11100370012333743,0.0
0.11200373345778192,0.0
0.1130037667922264,0.0
0.11400380012667088,0.0
0.11500383346111537,0.0
0.11600386679555985,0.052174304360245206
0.11700390013000433,0.0
0.1180039334644488,0.0
0.11900396679889329,0.0
0.12000400013333777,0.0
0.12100403346778225,0.0
0.12200406680222674,0.0
0.12300410013667122,0.0
0.1240041334711157,0.0
0.12500416680556017,0.0
0.12600420014000466,0.0
0.12700423347444914,0.0
0.12800426680889362,0.0
0.1290043001433381,0.0
0.1300043334777826,0.0
0.13100436681222707,0.0
0.13200440014667156,0.0
0.13300443348111604,0.0
0.13400446681556052,0.0
0.135004500150005,0.0
0.13600453348444946,0.0
0.13700456681889395,0.0
0.13800460015333843,0.0
0.1390046334877829,0.0
0.1400046668222274,0.0
0.14100470015667188,0.0
0.14200473349111636,0.0
0.14300476682556085,0.0
0.14400480016000533,0.0
0.14500483349444981,0.0
0.1460048668288943,0.0
0.14700490016333878,0.0
0.14800493349778326,0.0
0.14900496683222775,0.0
0.1500050001666722,0.0
0.1510050335011167,0.039375660999020595
0.15200506683556117,0.0
0.15300510017000565,0.01777693430066398
0.15400513350445014,0.0
0.15500516683889462,0.0
0.1560052001733391,0.009833392954254977
0.1570052335077836,0.0
0.15800526684222807,0.0
0.15900530017667255,0.0
0.16000533351111704,0.0
0.16100536684556152,0.0
0.162005400180006,0.0
0.1630054335144505,0.107086040773955
0.16400546684889494,0.0
0.16500550018333943,0.0
0.1660055335177839,0.0
0.1670055668522284,0.0
0.16800560018667288,0.0
0.16900563352111736,0.0
0.17000566685556184,0.0
0.17100570019000633,0.0
0.1720057335244508,0.0
0.1730057668588953,0.0
0.17400580019333978,0.0
0.17500583352778426,0.0
0.17600586686222874,0.0
0.17700590019667323,0.0
0.17800593353111768,0.057261629343488996
0.17900596686556217,0.0
0.18000600020000665,0.0
0.18100603353445113,0.0
0.18200606686889562,0.0
0.1830061002033401,0.0
0.18400613353778458,0.0
0.18500616687222907,0.0
0.18600620020667355,0.0
0.18700623354111803,0.0
0.18800626687556252,0.0
0.189006300210007,0.0
0.19000633354445148,0.0
0.19100636687889597,0.0
0.19200640021334042,0.0
0.1930064335477849,0.0
0.1940064668822294,0.0
0.19500650021667387,0.0
0.19600653355111836,0.0
0.19700656688556284,0.0
0.19800660022000732,0.0
0.1990066335544518,0.0
0.2000066668888963,0.0
0.20100670022334077,0.0
0.20200673355778526,0.0
0.20300676689222974,0.0
0.20400680022667422,0.0
0.2050068335611187,0.0
0.2060068668955632,0.0
0.20700690023000765,0.0
0.20800693356445213,0.0
0.2090069668988966,0.0
0.2100070002333411,0.0
0.21100703356778558,0.0
0.21200706690223006,0.0
0.21300710023667455,0.0
0.21400713357111903,0.0
0.2150071669055635,0.0
0.216007200240008,0.0
0.21700723357445248,0.0
0.21800726690889696,0.1435960751402215
0.21900730024334145,0.0
0.22000733357778593,0.0
0.22100736691223039,0.0
0.22200740024667487,0.0
0.22300743358111935,0.0
0.22400746691556384,0.0
0.22500750025000832,0.0
0.2260075335844528,0.0
0.22700756691889729,0.0
0.22800760025334177,0.0
0.22900763358778625,0.0
0.23000766692223074,0.0
0.23100770025667522,0.0
0.2320077335911197,0.0
0.23300776692556419,0.0
0.23400780026000867,0.0
0.23500783359445312,0.0
0.2360078669288976,0.0
0.2370079002633421,0.0
0.23800793359778658,0.0
0.23900796693223106,0.0
0.24000800026667554,0.0
0.24100803360112003,0.0
0.2420080669355645,0.0
0.243008100270009,0.0
0.24400813360445348,0.0
0.24500816693889796,0.0
0.24600820027334244,0.054319817208741954
0.24700823360778693,0.0
0.2480082669422314,0.0
0.24900830027667586,0.0
0.25000833361112035,0.0
0.25100836694556483,0.0
0.2520084002800093,0.0
0.2530084336144538,0.0
0.2540084669488983,0.0
0.25500850028334276,0.0
0.25600853361778725,0.0
0.25700856695223173,0.0
0.2580086002866762,0.0
0.2590086336211207,0.0
0.2600086669555652,0.0
0.26100870029000967,0.0
0.26200873362445415,0.0
0.26300876695889863,0.10874213215520179
0.2640088002933431,0.0
0.2650088336277876,0.04567850031696941
0.2660088669622321,0.0
0.26700890029667657,0.0
0.26800893363112105,0.0
0.26900896696556553,0.0
0.27000900030001,0.0
0.27100903363445444,0.0
0.2720090669688989,0.0
0.2730091003033434,0.0
0.2740091336377879,0.0
0.2750091669722324,0.0
0.27600920030667686,0.0
0.27700923364112134,0.0
0.2780092669755658,0.0
0.2790093003100103,0.0
0.2800093336444548,0.0
0.2810093669788993,0.0
0.28200940031334376,0.0
0.28300943364778824,0.0
0.28400946698223273,0.0
0.2850095003166772,0.0
0.2860095336511217,0.0
0.2870095669855662,0.0
0.28800960032001066,0.0
0.28900963365445514,0.0
0.29000966698889963,0.0
0.2910097003233441,0.0
0.2920097336577886,0.0
0.2930097669922331,0.0
0.29400980032667756,0.0
0.29500983366112205,0.04230674457316007
0.29600986699556653,0.0
0.297009900330011,0.0
0.2980099336644555,0.0
0.2990099669988999,0.0628272651215045
0.3000100003333444,0.0
0.3010100336677889,0.0
0.3020100670022334,0.0
0.30301010033667786,0.0
0.30401013367112234,0.0
0.3050101670055668,0.0
0.3060102003400113,0.05580961025773978
0.3070102336744558,0.0
0.3080102670089003,0.0
0.30901030034334476,0.1090772461661049
0.31001033367778924,0.0
0.3110103670122337,0.0
0.3120104003466782,0.0
0.3130104336811227,0.0
0.3140104670155672,0.0
0.31501050035001166,0.0
0.31601053368445614,0.06970524868315289
0.3170105670189006,0.0
0.3180106003533451,0.0
0.3190106336877896,0.0
0.3200106670222341,0.0
0.32101070035667856,0.0
0.32201073369112304,0.0
0.3230107670255675,0.0
0.324010800360012,0.0
0.3250108336944565,0.0
0.326010867028901,0.0
0.32701090036334546,0.0
0.3280109336977899,0.0
0.32901096703223437,0.06549939511199333
0.33001100036667885,0.0
0.33101103370112334,0.0
0.3320110670355678,0.0
0.3330111003700123,0.0
0.3340111337044568,0.0
0.33501116703890127,0.0
0.33601120037334575,0.0
0.33701123370779024,0.0
0.3380112670422347,0.0
0.3390113003766792,0.0
0.3400113337111237,0.0
0.34101136704556817,0.0
0.34201140038001265,0.0
0.34301143371445714,0.0
0.3440114670489016,0.0
0.3450115003833461,0.0
0.3460115337177906,0.0
0.34701156705223507,0.02514339747381324
0.34801160038667955,0.0
0.34901163372112404,0.0
0.3500116670555685,0.0
0.351011700390013,0.0
0.3520117337244575,0.0
0.35301176705890197,0.0
0.35401180039334645,0.0
0.35501183372779094,0.0
0.35601186706223537,0.0
0.35701190039667985,0.0
0.35801193373112433,0.0
0.3590119670655688,0.0
0.3600120004000133,0.0
0.3610120337344578,0.0
0.36201206706890227,0.0
0.36301210040334675,0.0
0.36401213373779123,0.0
0.3650121670722357,0.0
0.3660122004066802,0.0
0.3670122337411247,0.0
0.36801226707556917,0.0
0.36901230041001365,0.0
0.37001233374445813,0.0
0.3710123670789026,0.0
0.3720124004133471,0.015550859880213874
0.3730124337477916,0.0
0.37401246708223607,0.0
0.37501250041668055,0.0
0.37601253375112503,0.0
0.3770125670855695,0.0
0.378012600420014,0.0
0.3790126337544585,0.0
0.38001266708890297,0.0
0.38101270042334745,0.0
0.38201273375779193,0.0
0.3830127670922364,0.0
0.38401280042668084,0.0
0.38501283376112533,0.0
0.3860128670955698,0.11739054240472924
0.3870129004300143,0.0
0.3880129337644588,0.11234210721922866
0.38901296709890326,0.0
0.39001300043334775,0.0
0.39101303376779223,0.0
0.3920130671022367,0.0
0.3930131004366812,0.0
0.3940131337711257,0.0
0.39501316710557016,0.0
0.39601320044001465,0.0
0.39701323377445913,0.0
0.3980132671089036,0.0
0.3990133004433481,0.0
0.4000133337777926,0.0
0.40101336711223706,0.0
0.40201340044668155,0.0
0.40301343378112603,0.0
0.4040134671155705,0.0
0.405013500450015,0.0
0.4060135337844595,0.0
0.40701356711890396,0.0
0.40801360045334845,0.0
0.40901363378779293,0.0
0.4100136671222374,0.10764212723995631
0.4110137004566819,0.0
0.4120137337911264,0.0
0.4130137671255708,0.0
0.4140138004600153,0.0
0.4150138337944598,0.0
0.41601386712890426,0.0
0.41701390046334874,0.0
0.4180139337977932,0.0
0.4190139671322377,0.0
0.4200140004666822,0.0
0.4210140338011267,0.004166338817777851
0.42201406713557116,0.0
0.42301410047001564,0.0
0.4240141338044601,0.0
0.4250141671389046,0.0
0.4260142004733491,0.0
0.4270142338077936,0.04922650142293953
0.42801426714223806,0.0
0.42901430047668254,0.0
0.430014333811127,0.0
0.4310143671455715,0.0
0.432014400480016,0.0
0.4330144338144605,0.0
0.43401446714890496,0.0
0.43501450048334944,0.0
0.4360145338177939,0.0
0.4370145671522384,0.09444343018741064
0.4380146004866829,0.0
0.4390146338211274,0.0
0.44001466715557186,0.0
0.4410147004900163,0.0
0.44201473382446077,0.0
0.44301476715890525,0.09584613825900358
0.44401480049334974,0.0
0.4450148338277942,0.0
0.4460148671622387,0.0
0.4470149004966832,0.0
0.44801493383112767,0.0
0.44901496716557215,0.030552969899536202
0.45001500050001664,0.0
0.4510150338344611,0.05748594790977301
0.4520150671689056,0.044454673230337916
0.4530151005033501,0.03327594500074256
0.45401513383779457,0.0
0.45501516717223905,0.0
0.45601520050668354,0.0
0.457015233841128,0.0
0.4580152671755725,0.0
0.459015300510017,0.0
0.46001533384446147,0.0
0.46101536717890595,0.0
0.46201540051335044,0.11078564249115452
0.4630154338477949,0.0
0.4640154671822394,0.0
0.4650155005166839,0.0
0.46601553385112837,0.0
0.46701556718557286,0.0
0.46801560052001734,0.0
0.4690156338544618,0.0
0.47001566718890625,0.0
0.47101570052335073,0.0
0.4720157338577952,0.0
0.4730157671922397,0.0
0.4740158005266842,0.0
0.47501583386112867,0.0
0.47601586719557315,0.0
0.47701590053001763,0.0
0.4780159338644621,0.0
0.4790159671989066,0.0
0.4800160005333511,0.0
0.48101603386779557,0.0
0.48201606720224005,0.0
0.48301610053668453,0.0
0.484016133871129,0.0
0.4850161672055735,0.0
0.486016200540018,0.0
0.48701623387446247,0.0
0.48801626720890695,0.0
0.48901630054335143,0.0
0.4900163338777959,0.0
0.4910163672122404,0.0
0.4920164005466849,0.10157793181409501
0.49301643388112937,0.0
0.49401646721557385,0.0
0.49501650055001833,0.0
0.4960165338844628,0.0
0.4970165672189073,0.046256285344623595
0.49801660055335173,0.0
0.4990166338877962,0.023700047611221183
0.5000166672222407,0.0
0.5010167005566852,0.0
