Time,EMG
0.0,0.05
0.05012531328320802,0.08275862068965517
0.10025062656641603,0.11551724137931034
0.15037593984962405,0.1482758620689655
0.20050125313283207,0.18103448275862066
0.2506265664160401,0.21379310344827585
0.3007518796992481,0.24655172413793103
0.3508771929824561,0.27931034482758615
0.40100250626566414,0.31206896551724134
0.45112781954887216,0.3448275862068965
0.5012531328320802,0.3775862068965517
0.5513784461152882,0.41034482758620683
0.6015037593984962,0.443103448275862
0.6516290726817042,0.4758620689655172
0.7017543859649122,0.5086206896551724
0.7518796992481203,0.5413793103448276
0.8020050125313283,0.5741379310344827
0.8521303258145363,0.6068965517241379
0.9022556390977443,0.6396551724137931
0.9523809523809523,0.6724137931034483
1.0025062656641603,0.7051724137931035
1.0526315789473684,0.7379310344827585
1.1027568922305764,0.7706896551724137
1.1528822055137844,0.8034482758620689
1.2030075187969924,0.8362068965517241
1.2531328320802004,0.8689655172413793
1.3032581453634084,0.9017241379310345
1.3533834586466165,0.9344827586206896
1.4035087719298245,0.9672413793103447
1.4536340852130325,1.0
1.5037593984962405,1.0
1.5538847117794485,1.0
1.6040100250626566,1.0
1.6541353383458646,1.0
1.7042606516290726,1.0
1.7543859649122806,1.0
1.8045112781954886,1.0
1.8546365914786966,1.0
1.9047619047619047,1.0
1.9548872180451127,1.0
2.0050125313283207,1.0
2.0551378446115285,1.0
2.1052631578947367,1.0
2.155388471177945,1.0
2.2055137844611528,1.0
2.2556390977443606,1.0
2.305764411027569,1.0
2.355889724310777,1.0
2.406015037593985,1.0
2.4561403508771926,1.0
2.506265664160401,1.0
2.556390977443609,1.0
2.606516290726817,1.0
2.6566416040100247,1.0
2.706766917293233,1.0
2.756892230576441,1.0
2.807017543859649,1.0
2.8571428571428568,1.0
2.907268170426065,1.0
2.9573934837092732,1.0
3.007518796992481,1.0
3.057644110275689,1.0
3.107769423558897,1.0
3.1578947368421053,1.0
3.208020050125313,1.0
3.258145363408521,1.0
3.308270676691729,1.0
3.3583959899749374,1.0
3.408521303258145,1.0
3.458646616541353,1.0
3.508771929824561,1.0
3.5588972431077694,0.9689655172413794
3.6090225563909772,0.9379310344827586
3.659147869674185,0.906896551724138
3.7092731829573933,0.8758620689655172
3.7593984962406015,0.8448275862068966
3.8095238095238093,0.8137931034482759
3.859649122807017,0.7827586206896552
3.9097744360902253,0.7517241379310344
3.9598997493734336,0.7206896551724138
4.010025062656641,0.6896551724137931
4.060150375939849,0.6586206896551724
4.110275689223057,0.6275862068965518
4.160401002506266,0.596551724137931
4.2105263157894735,0.5655172413793104
4.260651629072681,0.5344827586206897
4.31077694235589,0.503448275862069
4.360902255639098,0.47241379310344833
4.4110275689223055,0.4413793103448276
4.461152882205513,0.41034482758620694
4.511278195488721,0.3793103448275862
4.56140350877193,0.34827586206896555
4.611528822055138,0.3172413793103448
4.661654135338345,0.28620689655172415
4.711779448621554,0.2551724137931035
4.761904761904762,0.22413793103448276
4.81203007518797,0.19310344827586212
4.8621553884711775,0.16206896551724137
4.912280701754385,0.13103448275862073
4.962406015037594,0.1
5.012531328320802,0.05
5.0626566416040095,0.08275862068965517
5.112781954887218,0.11551724137931034
5.162907268170426,0.1482758620689655
5.213032581453634,0.18103448275862066
5.263157894736842,0.21379310344827585
5.313283208020049,0.24655172413793103
5.363408521303258,0.27931034482758615
5.413533834586466,0.31206896551724134
5.463659147869674,0.3448275862068965
5.513784461152882,0.3775862068965517
5.56390977443609,0.41034482758620683
5.614035087719298,0.443103448275862
5.664160401002506,0.4758620689655172
5.7142857142857135,0.5086206896551724
5.764411027568922,0.5413793103448276
5.81453634085213,0.5741379310344827
5.864661654135338,0.6068965517241379
5.9147869674185465,0.6396551724137931
5.964912280701754,0.6724137931034483
6.015037593984962,0.7051724137931035
6.06516290726817,0.7379310344827585
6.115288220551378,0.7706896551724137
6.165413533834586,0.8034482758620689
6.215538847117794,0.8362068965517241
6.265664160401002,0.8689655172413793
6.315789473684211,0.9017241379310345
6.365914786967418,0.9344827586206896
6.416040100250626,0.9672413793103447
6.466165413533834,1.0
6.516290726817042,1.0
6.5664160401002505,1.0
6.616541353383458,1.0
6.666666666666666,1.0
6.716791979949875,1.0
6.7669172932330826,1.0
6.81704260651629,1.0
6.867167919799498,1.0
6.917293233082706,1.0
6.967418546365915,1.0
7.017543859649122,1.0
7.06766917293233,1.0
7.117794486215539,1.0
7.167919799498747,1.0
7.2180451127819545,1.0
7.268170426065162,1.0
7.31829573934837,1.0
7.368421052631579,1.0
7.4185463659147866,1.0
7.468671679197994,1.0
7.518796992481203,1.0
7.568922305764411,1.0
7.619047619047619,1.0
7.669172932330826,1.0
7.719298245614034,1.0
7.769423558897243,1.0
7.819548872180451,1.0
7.8696741854636585,1.0
7.919799498746867,1.0
7.969924812030075,1.0
8.020050125313283,1.0
8.070175438596491,1.0
8.120300751879698,1.0
8.170426065162907,1.0
8.220551378446114,1.0
8.270676691729323,1.0
8.320802005012531,1.0
8.370927318295738,1.0
8.421052631578947,1.0
8.471177944862156,1.0
8.521303258145362,1.0
8.571428571428571,0.9689655172413794
8.62155388471178,0.9379310344827586
8.671679197994987,0.906896551724138
8.721804511278195,0.8758620689655172
8.771929824561402,0.8448275862068966
8.822055137844611,0.8137931034482759
8.87218045112782,0.7827586206896552
8.922305764411027,0.7517241379310344
8.972431077694235,0.7206896551724138
9.022556390977442,0.6896551724137931
9.072681704260651,0.6586206896551724
9.12280701754386,0.6275862068965518
9.172932330827066,0.596551724137931
9.223057644110275,0.5655172413793104
9.273182957393484,0.5344827586206897
9.32330827067669,0.503448275862069
9.3734335839599,0.47241379310344833
9.423558897243108,0.4413793103448276
9.473684210526315,0.41034482758620694
9.523809523809524,0.3793103448275862
9.57393483709273,0.34827586206896555
9.62406015037594,0.3172413793103448
9.674185463659148,0.28620689655172415
9.724310776942355,0.2551724137931035
9.774436090225564,0.22413793103448276
9.82456140350877,0.19310344827586212
9.87468671679198,0.16206896551724137
9.924812030075188,0.13103448275862073
9.974937343358395,0.1
10.025062656641603,0.05
10.075187969924812,0.08275862068965517
10.125313283208019,0.11551724137931034
10.175438596491228,0.1482758620689655
10.225563909774436,0.18103448275862066
10.275689223057643,0.21379310344827585
10.325814536340852,0.24655172413793103
10.375939849624059,0.27931034482758615
10.426065162907268,0.31206896551724134
10.476190476190476,0.3448275862068965
10.526315789473683,0.3775862068965517
10.576441102756892,0.41034482758620683
10.626566416040099,0.443103448275862
10.676691729323307,0.4758620689655172
10.726817042606516,0.5086206896551724
10.776942355889723,0.5413793103448276
10.827067669172932,0.5741379310344827
10.87719298245614,0.6068965517241379
10.927318295739347,0.6396551724137931
10.977443609022556,0.6724137931034483
11.027568922305765,0.7051724137931035
11.077694235588972,0.7379310344827585
11.12781954887218,0.7706896551724137
11.177944862155387,0.8034482758620689
11.228070175438596,0.8362068965517241
11.278195488721805,0.8689655172413793
11.328320802005011,0.9017241379310345
11.37844611528822,0.9344827586206896
11.428571428571427,0.9672413793103447
11.478696741854636,1.0
11.528822055137844,1.0
11.578947368421051,1.0
11.62907268170426,1.0
11.679197994987469,1.0
11.729323308270676,1.0
11.779448621553884,1.0
11.829573934837093,1.0
11.8796992481203,1.0
11.929824561403509,1.0
11.979949874686715,1.0
12.030075187969924,1.0
12.080200501253133,1.0
12.13032581453634,1.0
12.180451127819548,1.0
12.230576441102755,1.0
12.280701754385964,1.0
12.330827067669173,1.0
12.38095238095238,1.0
12.431077694235588,1.0
12.481203007518797,1.0
12.531328320802004,1.0
12.581453634085213,1.0
12.631578947368421,1.0
12.681704260651628,1.0
12.731829573934837,1.0
12.781954887218044,1.0
12.832080200501252,1.0
12.882205513784461,1.0
12.932330827067668,1.0
12.982456140350877,1.0
13.032581453634084,1.0
13.082706766917292,1.0
13.132832080200501,1.0
13.182957393483708,1.0
13.233082706766917,1.0
13.283208020050125,1.0
13.333333333333332,1.0
13.38345864661654,1.0
13.43358395989975,1.0
13.483709273182956,1.0
13.533834586466165,1.0
13.583959899749372,0.9689655172413794
13.63408521303258,0.9379310344827586
13.68421052631579,0.906896551724138
13.734335839598996,0.8758620689655172
13.784461152882205,0.8448275862068966
13.834586466165412,0.8137931034482759
13.88471177944862,0.7827586206896552
13.93483709273183,0.7517241379310344
13.984962406015036,0.7206896551724138
14.035087719298245,0.6896551724137931
14.085213032581454,0.6586206896551724
14.13533834586466,0.6275862068965518
14.185463659147869,0.596551724137931
14.235588972431078,0.5655172413793104
14.285714285714285,0.5344827586206897
14.335839598997493,0.503448275862069
14.3859649122807,0.47241379310344833
14.436090225563909,0.4413793103448276
14.486215538847118,0.41034482758620694
14.536340852130325,0.3793103448275862
14.586466165413533,0.34827586206896555
14.63659147869674,0.3172413793103448
14.686716791979949,0.28620689655172415
14.736842105263158,0.2551724137931035
14.786967418546364,0.22413793103448276
14.837092731829573,0.19310344827586212
14.887218045112782,0.16206896551724137
14.937343358395989,0.13103448275862073
14.987468671679197,0.1
15.037593984962406,0.05
15.087719298245613,0.08275862068965517
15.137844611528822,0.11551724137931034
15.187969924812029,0.1482758620689655
15.238095238095237,0.18103448275862066
15.288220551378446,0.21379310344827585
15.338345864661653,0.24655172413793103
15.388471177944862,0.27931034482758615
15.438596491228068,0.31206896551724134
15.488721804511277,0.3448275862068965
15.538847117794486,0.3775862068965517
15.588972431077693,0.41034482758620683
15.639097744360901,0.443103448275862
15.68922305764411,0.4758620689655172
15.739348370927317,0.5086206896551724
15.789473684210526,0.5413793103448276
15.839598997493734,0.5741379310344827
15.889724310776941,0.6068965517241379
15.93984962406015,0.6396551724137931
15.989974937343357,0.6724137931034483
16.040100250626566,0.7051724137931035
16.090225563909772,0.7379310344827585
16.140350877192983,0.7706896551724137
16.19047619047619,0.8034482758620689
16.240601503759397,0.8362068965517241
16.290726817042607,0.8689655172413793
16.340852130325814,0.9017241379310345
16.39097744360902,0.9344827586206896
16.441102756892228,0.9672413793103447
16.49122807017544,1.0
16.541353383458645,1.0
16.591478696741852,1.0
16.641604010025063,1.0
16.69172932330827,1.0
16.741854636591476,1.0
16.791979949874687,1.0
16.842105263157894,1.0
16.8922305764411,1.0
16.94235588972431,1.0
16.992481203007518,1.0
17.042606516290725,1.0
17.092731829573935,1.0
17.142857142857142,1.0
17.19298245614035,1.0
17.24310776942356,1.0
17.293233082706767,1.0
17.343358395989974,1.0
17.39348370927318,1.0
17.44360902255639,1.0
17.493734335839598,1.0
17.543859649122805,1.0
17.593984962406015,1.0
17.644110275689222,1.0
17.69423558897243,1.0
17.74436090225564,1.0
17.794486215538846,1.0
17.844611528822053,1.0
17.894736842105264,1.0
17.94486215538847,1.0
17.994987468671678,1.0
18.045112781954884,1.0
18.095238095238095,1.0
18.145363408521302,1.0
18.19548872180451,1.0
18.24561403508772,1.0
18.295739348370926,1.0
18.345864661654133,1.0
18.395989974937343,1.0
18.44611528822055,1.0
18.496240601503757,1.0
18.546365914786968,1.0
18.596491228070175,0.9689655172413794
18.64661654135338,0.9379310344827586
18.696741854636592,0.906896551724138
18.7468671679198,0.8758620689655172
18.796992481203006,0.8448275862068966
18.847117794486216,0.8137931034482759
18.897243107769423,0.7827586206896552
18.94736842105263,0.7517241379310344
18.997493734335837,0.7206896551724138
19.047619047619047,0.6896551724137931
19.097744360902254,0.6586206896551724
19.14786967418546,0.6275862068965518
19.19799498746867,0.596551724137931
19.24812030075188,0.5655172413793104
19.298245614035086,0.5344827586206897
19.348370927318296,0.503448275862069
19.398496240601503,0.47241379310344833
19.44862155388471,0.4413793103448276
19.49874686716792,0.41034482758620694
19.548872180451127,0.3793103448275862
19.598997493734334,0.34827586206896555
19.64912280701754,0.3172413793103448
19.69924812030075,0.28620689655172415
19.74937343358396,0.2551724137931035
19.799498746867165,0.22413793103448276
19.849624060150376,0.19310344827586212
19.899749373433583,0.16206896551724137
19.94987468671679,0.13103448275862073
20.0,0.1
