Time (s),EMG Value
0.0,0.0
0.01001001001001001,0.0
0.02002002002002002,0.0
0.03003003003003003,0.0
0.04004004004004004,0.0
0.050050050050050046,0.0
0.06006006006006006,0.0
0.07007007007007007,0.0
0.08008008008008008,0.0
0.09009009009009009,0.0
0.10010010010010009,0.0
0.11011011011011011,0.0
0.12012012012012012,0.0
0.13013013013013014,0.0
0.14014014014014015,0.0
0.15015015015015015,0.0
0.16016016016016016,0.0
0.17017017017017017,0.0
0.18018018018018017,0.0
0.19019019019019018,0.0
0.20020020020020018,0.0
0.21021021021021022,0.0
0.22022022022022023,0.0
0.23023023023023023,0.0
0.24024024024024024,0.0
0.2502502502502503,0.0
0.2602602602602603,0.0
0.2702702702702703,0.0
0.2802802802802803,0.0
0.2902902902902903,0.0
0.3003003003003003,0.0
0.3103103103103103,0.0
0.3203203203203203,0.0
0.3303303303303303,0.0
0.34034034034034033,0.0
0.35035035035035034,0.0
0.36036036036036034,0.0
0.37037037037037035,0.0
0.38038038038038036,0.0
0.39039039039039036,0.0
0.40040040040040037,0.0
0.41041041041041043,0.0
0.42042042042042044,0.0
0.43043043043043044,0.0
0.44044044044044045,0.0
0.45045045045045046,0.0
0.46046046046046046,0.0
0.47047047047047047,0.0
0.4804804804804805,0.0
0.4904904904904905,0.0
0.5005005005005005,0.0
0.5105105105105106,0.0
0.5205205205205206,0.0
0.5305305305305306,0.0
0.5405405405405406,0.0
0.5505505505505506,0.0
0.5605605605605606,0.0
0.5705705705705706,0.0
0.5805805805805806,0.0
0.5905905905905906,0.0
0.6006006006006006,0.0
0.6106106106106106,0.0
0.6206206206206206,0.0
0.6306306306306306,0.0
0.6406406406406406,0.0
0.6506506506506506,0.0
0.6606606606606606,0.0
0.6706706706706707,0.0
0.6806806806806807,0.0
0.6906906906906907,0.0
0.7007007007007007,0.0
0.7107107107107107,0.0
0.7207207207207207,0.0
0.7307307307307307,0.0
0.7407407407407407,0.0
0.7507507507507507,0.0
0.7607607607607607,0.0
0.7707707707707707,0.0
0.7807807807807807,0.0
0.7907907907907907,0.0
0.8008008008008007,0.0
0.8108108108108109,0.0
0.8208208208208209,0.0
0.8308308308308309,0.0
0.8408408408408409,0.0
0.8508508508508509,0.0
0.8608608608608609,0.0
0.8708708708708709,0.0
0.8808808808808809,0.0
0.8908908908908909,0.0
0.9009009009009009,0.0
0.9109109109109109,0.0
0.9209209209209209,0.0
0.9309309309309309,0.0
0.9409409409409409,0.0
0.950950950950951,0.0
0.960960960960961,0.0
0.970970970970971,0.0
0.980980980980981,0.0
0.990990990990991,0.0
1.001001001001001,0.0
1.011011011011011,0.0
1.021021021021021,0.0
1.031031031031031,0.0
1.0410410410410411,0.0
1.0510510510510511,0.0
1.0610610610610611,0.0
1.0710710710710711,0.0
1.0810810810810811,0.0
1.0910910910910911,0.0
1.1011011011011012,0.0
1.1111111111111112,0.0
1.1211211211211212,0.0
1.1311311311311312,0.0
1.1411411411411412,0.0
1.1511511511511512,0.0
1.1611611611611612,0.0
1.1711711711711712,0.0
1.1811811811811812,0.0
1.1911911911911912,0.0
1.2012012012012012,0.0
1.2112112112112112,0.0
1.2212212212212212,0.0
1.2312312312312312,0.0
1.2412412412412412,0.0
1.2512512512512513,0.0
1.2612612612612613,0.0
1.2712712712712713,0.0
1.2812812812812813,0.0
1.2912912912912913,0.0
1.3013013013013013,0.0
1.3113113113113113,0.0
1.3213213213213213,0.0
1.3313313313313313,0.0
1.3413413413413413,0.0
1.3513513513513513,0.0
1.3613613613613613,0.0
1.3713713713713713,0.0
1.3813813813813813,0.0
1.3913913913913913,0.0
1.4014014014014013,0.0
1.4114114114114114,0.0
1.4214214214214214,0.0
1.4314314314314314,0.0
1.4414414414414414,0.0
1.4514514514514514,0.0
1.4614614614614614,0.0
1.4714714714714714,0.0
1.4814814814814814,0.0
1.4914914914914914,0.0
1.5015015015015014,0.0
1.5115115115115114,0.0
1.5215215215215214,0.0
1.5315315315315314,0.0
1.5415415415415414,0.0
1.5515515515515514,0.0
1.5615615615615615,0.0
1.5715715715715715,0.0
1.5815815815815815,0.0
1.5915915915915915,0.0
1.6016016016016015,0.0
1.6116116116116117,0.0
1.6216216216216217,0.0
1.6316316316316317,0.0
1.6416416416416417,0.0
1.6516516516516517,0.0
1.6616616616616617,0.0
1.6716716716716717,0.0
1.6816816816816818,0.0
1.6916916916916918,0.0
1.7017017017017018,0.0
1.7117117117117118,0.0
1.7217217217217218,0.0
1.7317317317317318,0.0
1.7417417417417418,0.0
1.7517517517517518,0.0
1.7617617617617618,0.0
1.7717717717717718,0.0
1.7817817817817818,0.0
1.7917917917917918,0.0
1.8018018018018018,0.0
1.8118118118118118,0.0
1.8218218218218218,0.0
1.8318318318318318,0.0
1.8418418418418419,0.0
1.8518518518518519,0.0
1.8618618618618619,0.0
1.8718718718718719,0.0
1.8818818818818819,0.0
1.8918918918918919,0.0
1.901901901901902,0.0
1.911911911911912,0.0
1.921921921921922,0.0
1.931931931931932,0.0
1.941941941941942,0.0
1.951951951951952,0.0
1.961961961961962,0.0
1.971971971971972,0.0
1.981981981981982,0.0
1.991991991991992,0.0
2.002002002002002,0.0
2.012012012012012,0.0
2.022022022022022,0.0
2.032032032032032,0.0
2.042042042042042,0.0
2.052052052052052,0.0
2.062062062062062,0.0
2.0720720720720722,0.0
2.0820820820820822,0.0
2.0920920920920922,0.0
2.1021021021021022,0.0
2.1121121121121122,0.0
2.1221221221221223,0.0
2.1321321321321323,0.0
2.1421421421421423,0.0
2.1521521521521523,0.0
2.1621621621621623,0.0
2.1721721721721723,0.0
2.1821821821821823,0.0
2.1921921921921923,0.0
2.2022022022022023,0.0
2.2122122122122123,0.0
2.2222222222222223,0.0
2.2322322322322323,0.0
2.2422422422422423,0.0
2.2522522522522523,0.0
2.2622622622622623,0.0
2.2722722722722724,0.0
2.2822822822822824,0.0
2.2922922922922924,0.0
2.3023023023023024,0.0
2.3123123123123124,0.0
2.3223223223223224,0.0
2.3323323323323324,0.0
2.3423423423423424,0.0
2.3523523523523524,0.0
2.3623623623623624,0.0
2.3723723723723724,0.0
2.3823823823823824,0.0
2.3923923923923924,0.0
2.4024024024024024,0.0
2.4124124124124124,0.0
2.4224224224224224,0.0
2.4324324324324325,0.0
2.4424424424424425,0.0
2.4524524524524525,0.0
2.4624624624624625,0.0
2.4724724724724725,0.0
2.4824824824824825,0.0
2.4924924924924925,0.0
2.5025025025025025,0.25
2.5125125125125125,0.25
2.5225225225225225,0.25
2.5325325325325325,0.25
2.5425425425425425,0.25
2.5525525525525525,0.25
2.5625625625625625,0.25
2.5725725725725725,0.25
2.5825825825825826,0.25
2.5925925925925926,0.25
2.6026026026026026,0.25
2.6126126126126126,0.25
2.6226226226226226,0.25
2.6326326326326326,0.25
2.6426426426426426,0.25
2.6526526526526526,0.25
2.6626626626626626,0.25
2.6726726726726726,0.25
2.6826826826826826,0.25
2.6926926926926926,0.25
2.7027027027027026,0.25
2.7127127127127126,0.25
2.7227227227227226,0.25
2.7327327327327327,0.25
2.7427427427427427,0.25
2.7527527527527527,0.25
2.7627627627627627,0.25
2.7727727727727727,0.25
2.7827827827827827,0.25
2.7927927927927927,0.25
2.8028028028028027,0.25
2.8128128128128127,0.25
2.8228228228228227,0.25
2.8328328328328327,0.25
2.8428428428428427,0.25
2.8528528528528527,0.25
2.8628628628628627,0.25
2.8728728728728727,0.25
2.8828828828828827,0.25
2.8928928928928928,0.25
2.9029029029029028,0.25
2.9129129129129128,0.25
2.9229229229229228,0.25
2.932932932932933,0.25
2.942942942942943,0.25
2.952952952952953,0.25
2.962962962962963,0.25
2.972972972972973,0.25
2.982982982982983,0.25
2.992992992992993,0.25
3.003003003003003,0.25
3.013013013013013,0.25
3.023023023023023,0.25
3.033033033033033,0.25
3.043043043043043,0.25
3.053053053053053,0.25
3.063063063063063,0.25
3.073073073073073,0.25
3.083083083083083,0.25
3.093093093093093,0.25
3.103103103103103,0.25
3.113113113113113,0.25
3.123123123123123,0.25
3.133133133133133,0.25
3.143143143143143,0.25
3.153153153153153,0.25
3.163163163163163,0.25
3.173173173173173,0.25
3.183183183183183,0.25
3.193193193193193,0.25
3.203203203203203,0.25
3.2132132132132134,0.25
3.2232232232232234,0.25
3.2332332332332334,0.25
3.2432432432432434,0.25
3.2532532532532534,0.25
3.2632632632632634,0.25
3.2732732732732734,0.25
3.2832832832832834,0.25
3.2932932932932935,0.25
3.3033033033033035,0.25
3.3133133133133135,0.25
3.3233233233233235,0.25
3.3333333333333335,0.25
3.3433433433433435,0.25
3.3533533533533535,0.25
3.3633633633633635,0.25
3.3733733733733735,0.25
3.3833833833833835,0.25
3.3933933933933935,0.25
3.4034034034034035,0.25
3.4134134134134135,0.25
3.4234234234234235,0.25
3.4334334334334335,0.25
3.4434434434434436,0.25
3.4534534534534536,0.25
3.4634634634634636,0.25
3.4734734734734736,0.25
3.4834834834834836,0.25
3.4934934934934936,0.25
3.5035035035035036,0.25
3.5135135135135136,0.25
3.5235235235235236,0.25
3.5335335335335336,0.25
3.5435435435435436,0.25
3.5535535535535536,0.25
3.5635635635635636,0.25
3.5735735735735736,0.25
3.5835835835835836,0.25
3.5935935935935936,0.25
3.6036036036036037,0.25
3.6136136136136137,0.25
3.6236236236236237,0.25
3.6336336336336337,0.25
3.6436436436436437,0.25
3.6536536536536537,0.25
3.6636636636636637,0.25
3.6736736736736737,0.25
3.6836836836836837,0.25
3.6936936936936937,0.25
3.7037037037037037,0.25
3.7137137137137137,0.25
3.7237237237237237,0.25
3.7337337337337337,0.25
3.7437437437437437,0.25
3.7537537537537538,0.25
3.7637637637637638,0.25
3.7737737737737738,0.25
3.7837837837837838,0.25
3.793793793793794,0.25
3.803803803803804,0.25
3.813813813813814,0.25
3.823823823823824,0.25
3.833833833833834,0.25
3.843843843843844,0.25
3.853853853853854,0.25
3.863863863863864,0.25
3.873873873873874,0.25
3.883883883883884,0.25
3.893893893893894,0.25
3.903903903903904,0.25
3.913913913913914,0.25
3.923923923923924,0.25
3.933933933933934,0.25
3.943943943943944,0.25
3.953953953953954,0.25
3.963963963963964,0.25
3.973973973973974,0.25
3.983983983983984,0.25
3.993993993993994,0.25
4.004004004004004,0.25
4.014014014014014,0.25
4.024024024024024,0.25
4.034034034034034,0.25
4.044044044044044,0.25
4.054054054054054,0.25
4.064064064064064,0.25
4.074074074074074,0.25
4.084084084084084,0.25
4.094094094094094,0.25
4.104104104104104,0.25
4.114114114114114,0.25
4.124124124124124,0.25
4.134134134134134,0.25
4.1441441441441444,0.25
4.1541541541541545,0.25
4.1641641641641645,0.25
4.1741741741741745,0.25
4.1841841841841845,0.25
4.1941941941941945,0.25
4.2042042042042045,0.25
4.2142142142142145,0.25
4.2242242242242245,0.25
4.2342342342342345,0.25
4.2442442442442445,0.25
4.2542542542542545,0.25
4.2642642642642645,0.25
4.2742742742742745,0.25
4.2842842842842845,0.25
4.2942942942942945,0.25
4.3043043043043046,0.25
4.314314314314315,0.25
4.324324324324325,0.25
4.334334334334335,0.25
4.344344344344345,0.25
4.354354354354355,0.25
4.364364364364365,0.25
4.374374374374375,0.25
4.384384384384385,0.25
4.394394394394395,0.25
4.404404404404405,0.25
4.414414414414415,0.25
4.424424424424425,0.25
4.434434434434435,0.25
4.444444444444445,0.25
4.454454454454455,0.25
4.464464464464465,0.25
4.474474474474475,0.25
4.484484484484485,0.25
4.494494494494495,0.25
4.504504504504505,0.25
4.514514514514515,0.25
4.524524524524525,0.25
4.534534534534535,0.25
4.544544544544545,0.25
4.554554554554555,0.25
4.564564564564565,0.25
4.574574574574575,0.25
4.584584584584585,0.25
4.594594594594595,0.25
4.604604604604605,0.25
4.614614614614615,0.25
4.624624624624625,0.25
4.634634634634635,0.25
4.644644644644645,0.25
4.654654654654655,0.25
4.664664664664665,0.25
4.674674674674675,0.25
4.684684684684685,0.25
4.694694694694695,0.25
4.704704704704705,0.25
4.714714714714715,0.25
4.724724724724725,0.25
4.734734734734735,0.25
4.744744744744745,0.25
4.754754754754755,0.25
4.764764764764765,0.25
4.774774774774775,0.25
4.784784784784785,0.25
4.794794794794795,0.25
4.804804804804805,0.25
4.814814814814815,0.25
4.824824824824825,0.25
4.834834834834835,0.25
4.844844844844845,0.25
4.854854854854855,0.25
4.864864864864865,0.25
4.874874874874875,0.25
4.884884884884885,0.25
4.894894894894895,0.25
4.904904904904905,0.25
4.914914914914915,0.25
4.924924924924925,0.25
4.934934934934935,0.25
4.944944944944945,0.25
4.954954954954955,0.25
4.964964964964965,0.25
4.974974974974975,0.25
4.984984984984985,0.25
4.994994994994995,0.25
5.005005005005005,0.5
5.015015015015015,0.5
5.025025025025025,0.5
5.035035035035035,0.5
5.045045045045045,0.5
5.055055055055055,0.5
5.065065065065065,0.5
5.075075075075075,0.5
5.085085085085085,0.5
5.095095095095095,0.5
5.105105105105105,0.5
5.115115115115115,0.5
5.125125125125125,0.5
5.135135135135135,0.5
5.145145145145145,0.5
5.155155155155155,0.5
5.165165165165165,0.5
5.175175175175175,0.5
5.185185185185185,0.5
5.195195195195195,0.5
5.205205205205205,0.5
5.215215215215215,0.5
5.225225225225225,0.5
5.235235235235235,0.5
5.245245245245245,0.5
5.255255255255255,0.5
5.265265265265265,0.5
5.275275275275275,0.5
5.285285285285285,0.5
5.295295295295295,0.5
5.305305305305305,0.5
5.315315315315315,0.5
5.325325325325325,0.5
5.335335335335335,0.5
5.345345345345345,0.5
5.355355355355355,0.5
5.365365365365365,0.5
5.375375375375375,0.5
5.385385385385385,0.5
5.395395395395395,0.5
5.405405405405405,0.5
5.415415415415415,0.5
5.425425425425425,0.5
5.435435435435435,0.5
5.445445445445445,0.5
5.455455455455455,0.5
5.465465465465465,0.5
5.475475475475475,0.5
5.485485485485485,0.5
5.495495495495495,0.5
5.505505505505505,0.5
5.515515515515515,0.5
5.525525525525525,0.5
5.535535535535535,0.5
5.545545545545545,0.5
5.555555555555555,0.5
5.565565565565565,0.5
5.575575575575575,0.5
5.585585585585585,0.5
5.595595595595595,0.5
5.605605605605605,0.5
5.615615615615615,0.5
5.625625625625625,0.5
5.635635635635635,0.5
5.645645645645645,0.5
5.655655655655655,0.5
5.665665665665665,0.5
5.675675675675675,0.5
5.685685685685685,0.5
5.6956956956956954,0.5
5.7057057057057055,0.5
5.7157157157157155,0.5
5.7257257257257255,0.5
5.7357357357357355,0.5
5.7457457457457455,0.5
5.7557557557557555,0.5
5.7657657657657655,0.5
5.7757757757757755,0.5
5.7857857857857855,0.5
5.7957957957957955,0.5
5.8058058058058055,0.5
5.8158158158158155,0.5
5.8258258258258255,0.5
5.8358358358358355,0.5
5.8458458458458455,0.5
5.8558558558558556,0.5
5.865865865865866,0.5
5.875875875875876,0.5
5.885885885885886,0.5
5.895895895895896,0.5
5.905905905905906,0.5
5.915915915915916,0.5
5.925925925925926,0.5
5.935935935935936,0.5
5.945945945945946,0.5
5.955955955955956,0.5
5.965965965965966,0.5
5.975975975975976,0.5
5.985985985985986,0.5
5.995995995995996,0.5
6.006006006006006,0.5
6.016016016016016,0.5
6.026026026026026,0.5
6.036036036036036,0.5
6.046046046046046,0.5
6.056056056056056,0.5
6.066066066066066,0.5
6.076076076076076,0.5
6.086086086086086,0.5
6.096096096096096,0.5
6.106106106106106,0.5
6.116116116116116,0.5
6.126126126126126,0.5
6.136136136136136,0.5
6.146146146146146,0.5
6.156156156156156,0.5
6.166166166166166,0.5
6.176176176176176,0.5
6.186186186186186,0.5
6.196196196196196,0.5
6.206206206206206,0.5
6.216216216216216,0.5
6.226226226226226,0.5
6.236236236236236,0.5
6.246246246246246,0.5
6.256256256256256,0.5
